10.52433538953 0.6420973183979 0.1999694032421   -0.001445201492927 0.0005580791589941   5.839775616994 -12.91995170831   0.6294950432383 0.1630241567555   
10.5871672426 0.6550664462923 0.1960228185812   -0.001439350171923 0.0005272909680731   6.09296614605 -13.19707217325   0.6375727582841 0.1572821734177   
10.64999909567 0.6679076841129 0.1920834541888   -0.001431902358361 0.0004984177627518   6.342503817209 -13.45478411751   0.6456069794039 0.1516138010569   
10.71283094874 0.6806033690901 0.1881519800482   -0.001422930067421 0.0004714019065178   6.588014115415 -13.69357043499   0.6535936457094 0.1460150791843   
10.77566280181 0.6931371899175 0.1842291735552   -0.001412502099662 0.0004461819135642   6.829183979546 -13.91392080081   0.6615289456403 0.1404822099187   
10.83849465488 0.7054941522103 0.1803159609738   -0.001400684330626 0.0004226931941578   7.065756347013 -14.11632850041   0.669409297867 0.1350115628274   
10.90132650796 0.7176605592355 0.1764134195333   -0.001387539829057 0.0004008684675729   7.297526679431 -14.30128901567   0.6772313486696 0.1295996755237   
10.96415836103 0.7296239480309 0.1725228354218   -0.001373129309021 0.0003806387287551   7.52433592879 -14.46929620109   0.6849919379734 0.1242432588294   
11.0269902141 0.7413731026805 0.16864562861   -0.001357510900515 0.0003619329309312   7.746070988386 -14.62084418667   0.6926881303028 0.1189391895791   
11.08982206717 0.7528979158951 0.1647835090956   -0.001340741145923 0.0003446800330813   7.962651921065 -14.75641947799   0.7003171254277 0.1136845229902   
11.15265392024 0.7641895103001 0.1609382054277   -0.00132287383327 0.0003288065648653   8.174042724157 -14.87651102167   0.707876385667 0.1084764689235   
11.21548577332 0.7752399281749 0.1571118985682   -0.001303962294455 0.0003142418820844   8.380224410221 -14.98159104949   0.7153634030314 0.1033124241534   
11.27831762639 0.7860424781935 0.153306532244   -0.001284056471549 0.0003009107276031   8.581225619072 -15.0721418976   0.7227760281992 0.09818991886341   
11.34114947946 0.7965911534814 0.1495247719696   -0.001263207125912 0.0002887451778853   8.777073682135 -15.14861639387   0.7301119951586 0.09310668064888   
11.40398133253 0.8068812349378 0.1457687028237   -0.001241461201278 0.0002776687853974   8.967846576999 -15.21148812259   0.7373694957139 0.08806054877636   
11.4668131856 0.8169085620335 0.1420413610859   -0.001218866662573 0.000267617468055   9.153612980357 -15.26119048388   0.7445465410293 0.08304955632706   
11.52964503867 0.8266700358922 0.1383450510283   -0.00119546902559 0.000258515635579   9.33447668578 -15.29818146162   0.751641508092 0.07807185078056   
11.59247689175 0.8361633714959 0.1346828605178   -0.001171312575252 0.0002503017503124   9.51055302455 -15.32288119122   0.7586528359463 0.07312572954687   
11.65530874482 0.8453866776279 0.1310575291074   -0.001146442587628 0.0002429047915515   9.681947871141 -15.33572348944   0.7655788826075 0.06820965150868   
11.71814059789 0.8543394834889 0.1274718740609   -0.001120900121931 0.0002362637449124   9.848820113926 -15.33711844708   0.7724185924533 0.0633221426641   
11.78097245096 0.8630209958532 0.1239290629938   -0.001094728926838 0.0002303140128059   10.01127857196 -15.32747735595   0.7791703416978 0.05846195094147   
11.84380430403 0.8714320424525 0.1204317501162   -0.001067969482011 0.0002249965124316   10.16949399618 -15.30719155817   0.7858333062255 0.05362783306921   
11.90663615711 0.8795732787427 0.1169830421549   -0.001040662003686 0.000220250925218   10.32360399371 -15.27665894677   0.7924062437436 0.04881876079632   
11.96946801018 0.8874461284961 0.113585835868   -0.001012846925045 0.0002160227719025   10.47375865194 -15.23624902441   0.7988881889734 0.04403375256566   
12.03229986325 0.8950527893544 0.110242818026   -0.0009845629127938 0.0002122564388399   10.62012570418 -15.18633716426   0.8052784044916 0.0392719398537   
12.09513171632 0.9023952988927 0.1069569855371   -0.0009558474255979 0.0002088989794438   10.76284676943 -15.1272890053   0.8115759242946 0.03453259522359   
12.15796356939 0.9094766600775 0.1037309656262   -0.000926739176461 0.0002059037501834   10.90208485047 -15.05944313198   0.8177801383423 0.02981501483421   
